Kms_Driven,modelYear,centralVariantId,variantName,price,Mileage,Engine_Displacement,Max Power,Max Torque,No of Cylinder,BoreX Stroke,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Turning Radius,Front Brake Type,Rear Brake Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed,city,bt,oem,model,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Color,Engine Type,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Tyre Type
69,2018,5357,2.0,2800000,16.25,1968,148.0,340.0,4.0,72.6523747368421,4697.0,1882.0,1676.0,2791.0,1458.3461457676958,1459.0579069277742,1799.0,2449.0,6.1,236.0,185.39999999999998,18,5.0,140.0,270.0,12.667795612627074,10.31,200.7,1,7,28,245,141,2,1,5,269,1,0,9,127,12,4,3,0,44,4,4,13
52,2015,1192,69.81260057098365,450000,19.4,1198,86.8,109.0,4.0,72.6523747368421,3610.0,1680.0,1500.0,2345.0,1480.0,1465.0,925.0,1663.445324881141,4.5,236.0,185.39999999999998,14,5.0,175.14117647058825,175.0,12.667795612627074,14.5,164.0,1,2,8,61,207,4,4,3,276,1,1,138,475,8,64,0,0,8,12,4,27
37,2019,5738,35.0,2425000,19.2,1395,150.0,250.0,4.0,82.5,4458.0,1796.0,1416.0,2637.0,1555.0,1526.0,1415.0,1800.0,5.35,236.0,185.39999999999998,16,4.0,175.14117647058825,425.0,12.667795612627074,8.2,222.0,1,8,0,1,228,4,4,3,108,1,0,9,391,3,23,3,0,44,12,4,26
8,2023,7421,69.81260057098365,840000,20.0,999,71.01,96.0,3.0,72.6523747368421,3991.0,1739.0,1643.0,2518.3531511570654,1527.0,1525.0,947.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,84.0,12.667795612627074,12.854019118869493,175.7024856765095,1,4,27,243,163,4,4,5,288,1,1,14,278,3,53,0,0,8,12,1,23
30,2019,3156,1.6,710000,14.84,1598,103.2,153.0,4.0,72.6523747368421,4413.0,1699.0,1466.0,2552.0,1458.3461457676958,1459.0579069277742,1187.0,1710.0,5.3,236.0,185.39999999999998,16,4.0,120.0,460.0,12.667795612627074,12.854019118869493,185.0,1,8,28,249,53,2,4,3,269,3,0,66,344,3,49,0,0,21,12,4,26
44,2018,6043,69.81260057098365,459000,21.63,998,67.0,90.0,3.0,72.6523747368421,3715.0,1635.0,1565.0,2425.0,1420.0,1410.0,850.0,1250.0,4.7,236.0,185.39999999999998,14,5.0,175.14117647058825,235.0,12.667795612627074,12.854019118869493,175.7024856765095,1,2,20,162,52,2,4,3,276,1,0,110,295,3,53,0,0,93,12,1,7
27,2020,7349,1.5,769000,15.9,1496,120.69,149.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1212.0,1660.0,5.3,236.0,185.39999999999998,0,5.0,175.14117647058825,352.0,11.0,12.854019118869493,175.7024856765095,1,7,6,50,229,2,4,3,280,1,1,138,396,3,23,0,0,8,12,1,26
46,2018,5967,1.6,900000,17.0,1591,121.3,151.0,4.0,72.6523747368421,4440.0,1729.0,1475.0,2600.0,1458.3461457676958,1459.0579069277742,1228.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,4.0,175.14117647058825,480.0,12.667795612627074,11.31,175.7024856765095,1,8,9,86,158,4,4,3,281,1,1,138,450,3,49,0,0,21,12,4,13
22,2022,9141,69.81260057098365,1277000,19.4,999,113.98,178.0,3.0,72.6523747368421,4561.0,1752.0,1507.0,2651.0,1511.0,1496.0,1190.0,1630.0,5.05,236.0,185.39999999999998,16,4.0,145.0,521.0,12.667795612627074,12.854019118869493,175.7024856765095,1,8,31,306,56,4,4,3,280,1,1,138,23,3,49,3,0,31,12,1,26
16,2021,7387,69.81260057098365,969000,17.57,1199,118.36,170.0,3.0,72.6523747368421,3993.0,1811.0,1606.0,2498.0,1458.3461457676958,1459.0579069277742,1355.0,1663.445324881141,5.1,236.0,185.39999999999998,16,5.0,175.14117647058825,350.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,29,265,213,2,4,3,278,1,1,116,60,3,49,3,0,31,12,4,23
20,2021,250,520.0,6000000,20.37,1995,187.74,400.0,4.0,72.6523747368421,4936.0,2126.0,1466.0,2975.0,1605.0,1630.0,1660.0,1663.445324881141,5.6,236.0,185.39999999999998,18,4.0,175.14117647058825,520.0,12.667795612627074,7.5,235.0,1,8,1,17,55,2,1,3,271,1,0,8,414,3,6,2,0,78,16,4,25
5,2022,8908,69.81260057098365,942000,18.5,1199,86.83,113.0,3.0,72.6523747368421,3990.0,1755.0,1523.0,2501.0,1458.3461457676958,1459.0579069277742,1190.0,1663.445324881141,5.0,236.0,185.39999999999998,16,5.0,175.14117647058825,345.0,12.667795612627074,12.854019118869493,123.99,1,2,29,253,75,2,4,3,279,1,0,116,38,3,49,0,0,33,12,1,26
34,2022,7091,69.81260057098365,690000,20.7,1197,81.86,113.8,4.0,72.6523747368421,3805.0,1680.0,1520.0,2450.0,1458.3461457676958,1459.0579069277742,1160.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,14,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,2,9,78,162,4,4,3,278,1,1,110,35,3,49,0,0,16,12,1,23
88,2018,5934,1.4,1256000,16.0,1368,160.0,250.0,4.0,72.6523747368421,4395.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1562.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,408.0,12.667795612627074,9.99,186.69,1,7,12,101,34,2,4,3,268,1,0,110,66,3,4,3,0,44,5,4,6
94,2013,4350,69.81260057098365,288000,18.9,998,67.1,90.0,3.0,72.6523747368421,3595.0,1495.0,1700.0,2400.0,1295.0,1290.0,885.0,1350.0,4.6,236.0,185.39999999999998,14,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,2,20,184,171,4,4,3,271,3,1,138,289,3,49,0,0,8,12,4,23
71,2017,5922,3.0,3600000,18.0,2993,255.0,600.0,6.0,72.6523747368421,4988.0,2220.0,1846.0,2922.0,1458.3461457676958,1459.0579069277742,2376.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,20,5.0,175.14117647058825,258.0,12.667795612627074,8.1,209.0,1,7,14,110,51,2,1,5,269,1,0,57,171,3,4,3,0,68,9,4,26
30,2021,8159,69.81260057098365,950000,20.0,998,118.36,171.62,3.0,72.6523747368421,3995.0,1775.0,1505.0,2580.0,1458.3461457676958,1459.0579069277742,1240.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,311.0,12.667795612627074,12.854019118869493,175.7024856765095,1,2,9,90,144,4,4,3,306,1,1,138,20,3,49,3,0,24,12,1,23
58,2011,3958,2010.0,222000,20.92,998,67.1,90.0,3.0,72.6523747368421,3620.0,1475.0,1460.0,2360.0,1295.0,1290.0,765.0,1185.0,4.6,236.0,185.39999999999998,13,5.0,175.14117647058825,361.810963801579,12.667795612627074,13.3,175.7024856765095,1,2,20,156,116,4,4,3,277,3,1,84,289,3,49,0,0,8,12,4,26
63,2012,3903,69.81260057098365,235000,19.7,796,46.3,62.0,3.0,68.5,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,1140.0,4.6,236.0,185.39999999999998,12,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.7,137.0,1,2,20,154,117,4,4,3,288,1,1,110,278,8,49,0,0,8,12,4,26
53,2017,5670,69.81260057098365,890000,25.5,1498,98.6,200.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1198.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,12.43,176.0,1,7,8,69,209,4,1,3,279,1,1,116,471,3,6,3,0,21,12,1,26
43,2016,7356,1.5,660000,21.7,1498,98.96,215.0,4.0,73.5,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1275.0,1690.0,5.3,236.0,185.39999999999998,0,5.0,175.14117647058825,352.0,16.0,12.854019118869493,175.7024856765095,1,7,6,50,50,2,1,3,269,1,1,9,380,8,23,3,0,8,12,1,26
21,2020,6763,2.5,3900000,19.16,2487,214.5,221.0,4.0,72.6523747368421,4885.0,1840.0,1455.0,2825.0,1580.0,1605.0,1665.0,2100.0,5.8,236.0,185.39999999999998,18,4.0,175.14117647058825,361.810963801579,12.667795612627074,10.8,200.0,1,8,30,279,125,2,4,3,269,1,0,116,147,3,30,0,0,96,12,4,26
1,2013,1164,69.81260057098365,380000,25.8,1498,98.6,200.0,4.0,72.6523747368421,3990.0,1680.0,1505.0,2405.0,1458.3461457676958,1459.0579069277742,1055.0,1663.445324881141,4.7,236.0,185.39999999999998,0,4.0,175.14117647058825,400.0,12.667795612627074,17.0,170.0,1,8,8,59,100,2,1,3,269,3,1,8,471,3,49,3,0,8,12,4,26
91,2015,3136,1.5,675000,21.66,1498,103.52,250.0,4.0,72.6523747368421,4386.0,1699.0,1466.0,2552.0,1458.3461457676958,1459.0579069277742,1182.0,1770.0,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,460.0,12.667795612627074,12.0,186.0,1,8,28,249,120,2,1,3,269,1,0,138,236,3,24,3,0,44,12,4,26
37,2018,4918,300.0,5000000,22.37,2487,214.56,202.0,4.0,72.6523747368421,4975.0,1865.0,1445.0,2870.0,1458.3461457676958,1459.0579069277742,1740.0,2150.0,5.9,236.0,185.39999999999998,18,4.0,175.14117647058825,454.0,12.667795612627074,12.854019118869493,175.7024856765095,1,8,15,117,141,2,4,3,269,1,0,138,186,3,35,3,0,98,12,4,26
71,2021,7896,69.81260057098365,971000,23.7,1498,97.89,200.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1234.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,8,69,144,2,1,3,280,1,1,14,470,3,49,0,0,21,12,1,23
39,2019,5375,1.0,352000,23.01,999,67.0,91.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,730.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,13.9,155.8,1,2,27,238,53,4,4,3,288,1,1,86,344,3,53,0,0,8,12,4,26
35,2014,5439,2.0,2300000,19.33,1999,177.0,430.0,4.0,72.6523747368421,5067.0,2091.0,1457.0,2960.0,1605.0,1594.0,1760.0,2250.0,5.8,236.0,185.39999999999998,20,4.0,175.14117647058825,505.0,12.667795612627074,9.36,229.0,1,8,11,99,119,2,1,3,269,1,0,8,236,3,23,3,0,68,16,4,26
85,2019,6392,69.81260057098365,866000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1195.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,1,7,20,183,195,5,1,3,287,1,0,116,218,3,6,3,0,8,12,4,26
56,2016,2175,69.81260057098365,508000,16.78,1496,88.73,132.0,4.0,72.6523747368421,4265.0,1695.0,1510.0,2550.0,1458.3461457676958,1459.0579069277742,935.0,1663.445324881141,4.9,236.0,185.39999999999998,0,4.0,175.14117647058825,595.0,12.667795612627074,10.6,180.0,1,8,30,282,50,4,4,3,277,1,1,86,344,3,30,0,0,8,12,4,13
83,2009,1627,69.81260057098365,260000,18.5,1197,80.0,11.4,4.0,72.6523747368421,3940.0,1710.0,1505.0,2.0,1.0,1.0,1020.0,1663.445324881141,5.2,236.0,185.39999999999998,14,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,2,9,90,43,2,4,3,269,4,1,8,278,3,49,0,0,8,12,4,26
66,2016,4299,69.81260057098365,796000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1190.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,1,7,20,183,192,2,1,3,268,1,1,138,218,3,6,3,0,8,12,4,26
37,2019,5738,35.0,2480000,19.2,1395,150.0,250.0,4.0,82.5,4458.0,1796.0,1416.0,2637.0,1555.0,1526.0,1415.0,1800.0,5.35,236.0,185.39999999999998,16,4.0,175.14117647058825,425.0,12.667795612627074,8.2,222.0,1,8,0,1,228,4,4,3,108,1,0,9,391,3,23,3,0,44,12,4,26
60,2016,1524,69.81260057098365,434000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,1,2,9,77,225,2,4,3,276,1,1,86,320,3,49,0,0,8,12,4,13
24,2021,8663,69.81260057098365,782000,18.8,1199,86.63,115.0,3.0,72.6523747368421,3827.0,1742.0,1615.0,2445.0,1458.3461457676958,1459.0579069277742,1178.1988083657589,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,366.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,29,269,144,2,4,3,294,1,0,138,48,3,49,0,0,8,12,1,26
56,2015,5386,35.0,2089999,15.26,1798,187.74,320.0,4.0,72.6523747368421,4933.0,1874.0,1455.0,2912.0,1627.0,1618.0,1610.0,2115.0,5.95,236.0,185.39999999999998,18,4.0,175.14117647058825,530.0,12.667795612627074,7.9,233.0,1,8,0,4,50,4,4,3,108,1,0,138,269,3,23,3,0,44,12,4,26
47,2017,5902,30.0,2480000,16.9,1395,147.51,250.0,4.0,72.6523747368421,4388.0,1831.0,1608.0,2603.0,1571.0,1575.0,1565.0,2005.0,5.9,236.0,185.39999999999998,18,5.0,175.14117647058825,460.0,12.667795612627074,8.9,204.0,1,7,0,7,86,4,4,3,35,1,0,116,391,3,53,3,0,21,12,4,26
54,2016,5905,35.0,1989999,15.73,1968,174.33,380.0,4.0,72.6523747368421,4388.0,2019.0,1608.0,2603.0,1571.0,1575.0,1660.0,2185.0,5.9,236.0,185.39999999999998,17,5.0,175.14117647058825,460.0,12.667795612627074,8.2,212.0,1,7,0,7,85,4,1,3,108,1,0,138,385,3,4,3,0,59,9,4,26
27,2021,8151,69.81260057098365,1090000,20.28,998,118.41,171.62,3.0,72.6523747368421,3995.0,1775.0,1505.0,2580.0,1458.3461457676958,1459.0579069277742,1220.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,311.0,12.667795612627074,12.854019118869493,175.7024856765095,1,2,9,90,126,4,4,3,290,1,0,57,20,3,49,3,0,48,12,1,23
63,2013,440,69.81260057098365,350000,25.44,936,57.6,150.0,3.0,72.6523747368421,3640.0,1595.0,1520.0,2375.0,1458.3461457676958,1459.0579069277742,990.0,1663.445324881141,4.85,236.0,185.39999999999998,14,5.0,175.14117647058825,170.0,12.667795612627074,12.854019118869493,175.7024856765095,1,2,2,27,137,4,1,3,269,3,1,138,368,3,49,0,0,8,12,4,26
65,2019,339,20.0,3375000,20.68,1995,190.0,400.0,4.0,84.0,4439.0,2060.0,1612.0,2670.0,1561.0,1562.0,1610.0,1663.445324881141,5.8,236.0,185.39999999999998,18,5.0,175.14117647058825,420.0,16.5,7.6,219.0,1,7,1,20,54,2,1,3,318,1,0,9,236,3,6,3,0,69,9,4,26
81,2013,58,3.0,994999,14.57,2967,241.38,500.0,6.0,72.6523747368421,4915.0,2086.0,1455.0,2912.0,1627.0,1618.0,1795.0,2330.0,5.95,236.0,185.39999999999998,17,4.0,175.14117647058825,530.0,12.667795612627074,6.1,250.0,1,8,0,4,172,4,1,3,108,2,0,57,431,3,4,3,0,68,9,4,26
94,2014,4634,350.0,2480000,11.3,2987,254.8,619.0,6.0,83.0,5120.0,2141.0,1850.0,3075.0,1655.0,1675.0,2535.0,1663.445324881141,6.2,236.0,185.39999999999998,19,5.0,175.14117647058825,680.0,17.7,7.9,220.0,1,7,21,203,190,4,1,5,388,3,0,8,431,3,4,3,0,44,9,4,26
11,2022,8787,2022.0,1950000,16.5,1353,138.05,242.0,4.0,72.6523747368421,4540.0,1800.0,1708.0,2780.0,1458.3461457676958,1459.0579069277742,1580.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,153.98,1,4,13,105,75,2,4,5,269,1,0,8,372,3,42,3,0,54,1,4,23
12,2022,9144,69.81260057098365,1621000,18.12,999,113.98,178.0,3.0,72.6523747368421,4561.0,1752.0,1507.0,2651.0,1511.0,1496.0,1245.0,1660.0,5.05,236.0,185.39999999999998,16,4.0,145.0,521.0,12.667795612627074,12.854019118869493,175.7024856765095,1,8,31,306,56,2,4,3,313,1,0,138,23,3,49,3,0,31,12,1,26
29,2019,7204,69.81260057098365,471000,19.59,1198,76.43,104.0,3.0,72.6523747368421,3788.0,1636.0,1507.0,2450.0,1440.0,1445.0,913.0,1663.445324881141,4.6,236.0,185.39999999999998,0,5.0,180.0,265.0,12.667795612627074,14.2,175.7024856765095,1,2,4,37,88,4,4,3,294,1,0,110,338,3,40,0,0,8,12,4,13
22,2021,8724,69.81260057098365,1689999,14.85,1498,108.49,144.0,4.0,72.6523747368421,4323.0,1809.0,1650.0,2585.0,1458.3461457676958,1459.0579069277742,1400.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,7,16,119,74,4,4,3,299,1,0,116,452,3,49,0,0,70,12,1,26
71,2019,6654,69.81260057098365,396000,19.02,1198,67.05,104.0,3.0,72.6523747368421,3995.0,1636.0,1507.0,2450.0,1440.0,1445.0,913.0,1663.445324881141,4.6,236.0,185.39999999999998,0,5.0,180.0,347.0,12.667795612627074,14.2,175.7024856765095,1,4,4,38,87,2,4,5,271,1,1,86,339,3,30,0,0,8,12,1,13
50,2011,1641,1.2,301000,17.0,1197,80.0,11.4,4.0,72.6523747368421,3940.0,1710.0,1505.0,2.0,1.0,1.0,1050.0,1663.445324881141,5.2,236.0,185.39999999999998,14,5.0,175.14117647058825,295.0,1.0,12.96,175.7024856765095,1,2,9,90,64,4,4,3,269,4,1,116,278,3,49,0,0,8,12,4,26
57,2019,7120,69.81260057098365,1490000,16.2,1353,138.0,242.0,4.0,72.6523747368421,4315.0,1800.0,1645.0,2610.0,1458.3461457676958,1459.0579069277742,1505.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,190.0,433.0,12.667795612627074,11.8,175.7024856765095,1,7,13,107,195,4,4,3,325,1,0,138,278,3,41,3,0,44,1,4,26
46,2019,6651,69.81260057098365,393000,19.83,1198,67.0,104.0,3.0,72.6523747368421,3788.0,1636.0,1507.0,2450.0,1458.3461457676958,1459.0579069277742,846.0,1663.445324881141,4.6,236.0,185.39999999999998,14,5.0,180.0,265.0,12.667795612627074,12.854019118869493,150.0,1,2,4,37,159,2,4,3,329,3,1,86,339,3,40,0,0,8,12,4,13
11,2020,8108,69.81260057098365,2680000,19.264094886860857,1984,187.74,320.0,4.0,72.6523747368421,4318.0,1805.0,1548.0,2593.0,1458.3461457676958,1459.0579069277742,1505.0,2045.0,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,335.0,12.667795612627074,6.5,228.0,1,7,0,6,197,4,4,3,126,1,0,138,113,3,49,3,0,64,9,4,26
24,2021,8311,6.0,1891000,14.08,1956,167.67,350.0,4.0,72.6523747368421,4661.0,1894.0,1786.0,2741.0,1458.3461457676958,1459.0579069277742,1825.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,73.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,29,264,37,4,1,4,281,1,0,9,321,3,49,3,0,31,12,4,23
81,2018,6299,1.0,555000,18.78,999,75.0,95.0,3.0,74.5,3971.0,1682.0,1469.0,2469.0,1460.0,1456.0,1030.0,1500.0,4.97,236.0,185.39999999999998,0,5.0,175.14117647058825,280.0,10.5,14.2,165.0,1,2,31,300,194,4,4,3,277,1,1,110,332,3,49,0,0,8,12,4,26
6,2022,7104,330.0,6000000,16.13,1998,254.79,400.0,4.0,72.6523747368421,4824.0,1811.0,1429.0,2810.0,1544.0,1583.0,1.0,1663.445324881141,5.5,236.0,185.39999999999998,18,4.0,175.14117647058825,480.0,12.667795612627074,5.8,250.0,1,8,1,14,145,2,4,3,269,1,0,138,408,3,23,3,0,79,16,4,29
37,2019,6088,1.5,990000,14.8,1497,121.36,150.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1320.0,1705.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,352.0,11.0,12.51,171.43,1,7,6,50,72,4,4,3,288,1,0,9,396,3,23,0,0,21,12,4,26
73,2013,17,35.0,1390000,17.11,1968,174.33,380.0,4.0,72.6523747368421,4701.0,2040.0,1427.0,2808.0,1564.0,1551.0,1595.0,2055.0,5.8,236.0,185.39999999999998,17,4.0,175.14117647058825,480.0,12.667795612627074,7.9,222.0,1,8,0,3,136,2,1,3,269,3,0,8,381,3,4,3,0,68,12,4,26
15,2017,8114,1.6,850000,16.09,1598,103.5,153.0,4.0,76.5,4390.0,1699.0,1467.0,2553.0,1457.0,1500.0,1145.0,1680.0,5.4,236.0,185.39999999999998,15,4.0,175.14117647058825,494.0,10.5,12.3,185.0,1,8,31,305,34,4,4,3,268,1,1,5,332,3,49,0,0,8,12,4,26
70,2016,5904,35.0,2425000,15.17,1968,181.0,380.0,4.0,72.6523747368421,4388.0,1831.0,1608.0,2603.0,1571.0,1575.0,1630.0,2225.0,5.9,236.0,185.39999999999998,18,5.0,175.14117647058825,460.0,12.667795612627074,7.9,219.0,1,7,0,7,156,2,1,3,310,3,0,116,385,3,4,3,0,58,9,4,26
75,2016,90,35.0,2350000,15.17,1968,181.0,380.0,4.0,72.6523747368421,4388.0,1831.0,1608.0,2603.0,1571.0,1575.0,1630.0,2225.0,5.9,236.0,185.39999999999998,18,5.0,175.14117647058825,460.0,12.667795612627074,7.9,219.0,1,7,0,7,157,2,1,3,268,3,0,138,385,3,4,3,0,58,9,4,26
15,2022,9291,69.81260057098365,4400000,19.264094886860857,1984,187.74,320.0,4.0,72.6523747368421,4482.0,1849.0,1607.0,2680.0,1458.3461457676958,1459.0579069277742,1700.0,2200.0,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,530.0,12.667795612627074,7.3,222.0,1,7,0,7,20,4,4,3,409,1,0,9,183,3,49,0,0,62,9,4,26
23,2020,8006,69.81260057098365,1050000,18.2,998,118.36,172.0,3.0,72.6523747368421,3995.0,1790.0,1642.0,2500.0,1458.3461457676958,1459.0579069277742,1201.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,392.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,13,108,212,4,4,3,293,1,1,57,369,3,42,3,0,36,12,1,23
7,2022,8358,69.81260057098365,972000,20.5,999,98.63,160.0,3.0,72.6523747368421,3991.0,1750.0,1605.0,2500.0,1536.0,1535.0,1014.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,405.0,12.667795612627074,12.854019118869493,175.7024856765095,1,7,27,239,20,4,4,3,409,1,1,116,25,3,53,3,0,8,12,1,23
40,2020,7094,69.81260057098365,725000,20.7,1197,81.86,113.8,4.0,72.6523747368421,3805.0,1680.0,1520.0,2450.0,1458.3461457676958,1459.0579069277742,1060.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,2,9,78,54,2,4,3,265,1,1,8,35,3,49,0,0,16,12,1,23
58,2016,5094,69.81260057098365,316000,25.17,799,53.3,72.0,3.0,72.6523747368421,3679.0,1579.0,1478.0,2422.0,1458.3461457676958,1459.0579069277742,710.0,1663.445324881141,4.9,236.0,185.39999999999998,0,5.0,175.14117647058825,300.0,12.667795612627074,16.0,135.0,1,2,27,238,84,4,4,3,271,3,1,116,344,3,53,0,0,8,12,4,26
30,2020,6088,1.5,860000,14.8,1497,121.36,150.0,3.0,79.0,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1320.0,1705.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,352.0,11.0,12.51,171.43,1,7,6,50,73,4,4,3,278,4,0,138,396,3,23,0,0,21,12,4,26
5,2022,7331,69.81260057098365,890000,20.1,1197,81.86,113.8,4.0,72.6523747368421,3995.0,1680.0,1520.0,2450.0,1458.3461457676958,1459.0579069277742,1110.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,15,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,1,8,9,72,180,4,4,3,288,1,0,110,45,3,49,0,0,16,12,1,26
62,2011,1568,69.81260057098365,250999,20.36,1197,78.9,111.7,4.0,71.0,3585.0,1595.0,1550.0,2380.0,1400.0,1385.0,930.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,10.5,12.854019118869493,175.7024856765095,1,2,9,89,151,4,4,3,288,3,1,116,319,4,49,0,0,8,12,4,26
65,2017,2983,1.2,433000,23.84,1199,84.0,114.0,3.0,77.0,3746.0,1647.0,1535.0,2400.0,1400.0,1420.0,1012.0,1663.445324881141,4.9,236.0,185.39999999999998,14,5.0,175.14117647058825,242.0,10.8,14.3,150.0,1,2,29,273,175,4,4,3,277,1,1,116,355,3,53,0,0,8,12,4,13
12,2019,6,35.0,3200000,20.38,1968,143.0,320.0,4.0,82.5,4458.0,1796.0,1416.0,2637.0,1555.0,1526.0,1490.0,1890.0,5.35,236.0,185.39999999999998,16,4.0,175.14117647058825,425.0,12.667795612627074,8.6,215.0,1,8,0,1,124,2,1,3,269,3,0,57,381,3,6,3,0,21,12,4,26
50,2018,6557,69.81260057098365,715000,28.09,1248,88.5,200.0,4.0,69.6,4490.0,1730.0,1485.0,2650.0,1458.3461457676958,1459.0579069277742,1105.0,1590.0,5.4,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,12.667795612627074,12.854019118869493,175.7024856765095,1,8,20,163,52,2,1,3,286,1,0,116,213,3,4,3,0,8,12,4,23
87,2015,3950,69.81260057098365,345000,23.95,998,67.05,90.0,3.0,72.6523747368421,3545.0,1515.0,1475.0,2360.0,1295.0,1290.0,784.0,1210.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,177.0,12.667795612627074,13.3,145.0,1,2,20,156,120,4,4,3,288,1,0,116,289,3,53,0,0,8,12,4,26
11,2021,7525,69.81260057098365,855000,18.55,1462,103.25,138.0,4.0,74.0,4300.0,1785.0,1595.0,2600.0,1458.3461457676958,1459.0579069277742,1130.0,1640.0,5.5,236.0,185.39999999999998,0,5.0,175.14117647058825,375.0,10.5,12.854019118869493,175.7024856765095,1,7,20,178,55,4,4,3,329,1,1,138,305,3,49,0,0,8,12,4,7
90,2016,10360,69.81260057098365,365000,26.0,998,65.71,89.0,3.0,72.6523747368421,3695.0,1655.0,1555.0,2435.0,1430.0,1440.0,820.0,1260.0,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,313.0,12.667795612627074,12.854019118869493,175.7024856765095,1,2,20,160,156,2,4,3,279,1,0,86,296,3,49,0,0,16,12,1,23
