Kms_Driven,modelYear,centralVariantId,variantName,price,Mileage,Engine_Displacement,Max Power,Max Torque,No of Cylinder,BoreX Stroke,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Turning Radius,Front Brake Type,Rear Brake Type,Alloy Wheel Size,No Door Numbers,Ground Clearance Unladen,Cargo Volumn,Compression Ratio,Acceleration,Top Speed,city,bt,oem,model,Registration Year,Insurance Validity,Fuel Type,Seating_Capacity,RTO,Ownership,Transmission,Color,Engine Type,Value Configuration,Fuel Suppy System,Turbo Charger,Super Charger,Gear Box,Drive Type,Steering Type,Tyre Type
62,2014,1953,1.2,343000,22.07,1199,73.9,180.0,3.0,72.6523747368421,3970.0,1682.0,1453.0,2456.0,1458.3461457676958,1459.0579069277742,1125.0,1663.445324881141,4.97,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,14.4,164.1,4,2,31,300,48,2,1,3,226,1,1,116,276,3,4,0,0,8,12,4,26
45,2019,7050,1.2,544000,20.52,1197,81.8,113.0,4.0,69.0,3655.0,1620.0,1675.0,2435.0,1458.3461457676958,1459.0579069277742,830.0,1340.0,4.7,236.0,185.39999999999998,0,5.0,175.14117647058825,341.0,12.667795612627074,18.6,175.7024856765095,4,2,20,184,228,5,4,3,253,1,1,116,297,3,49,0,0,8,12,4,22
36,2021,7241,8.0,990000,16.82,1197,108.62,200.0,3.0,72.6523747368421,3995.0,1821.0,1627.0,2600.0,1458.3461457676958,1459.0579069277742,1450.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,7,17,146,89,2,4,3,253,1,1,116,53,3,49,3,0,21,12,4,23
82,2015,1542,69.81260057098365,469000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,14,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,191,2,4,3,226,1,1,138,320,3,49,0,0,8,12,4,13
31,2017,3960,1.2,716000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,920.0,1360.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.79,180.0,4,2,20,157,85,4,4,3,226,1,0,116,455,3,49,0,0,96,12,4,26
20,2022,7934,69.81260057098365,1000000,18.55,1462,103.25,138.0,4.0,74.0,4300.0,1785.0,1595.0,2600.0,1458.3461457676958,1459.0579069277742,1130.0,1640.0,5.5,236.0,185.39999999999998,16,5.0,175.14117647058825,375.0,10.5,12.854019118869493,175.7024856765095,4,7,20,178,20,4,4,3,237,1,1,9,305,3,49,0,0,8,12,4,7
70,2010,593,1.0,150000,18.0,995,62.0,90.3,4.0,68.5,3495.0,1495.0,1518.0,2345.0,1315.0,1280.0,840.0,1663.445324881141,4.6,236.0,185.39999999999998,13,5.0,175.14117647058825,170.0,9.3,14.8,161.0,4,2,2,33,8,4,4,3,409,4,1,86,278,8,70,0,0,8,12,4,26
1,2014,1656,1.4,305000,21.9,1396,88.76,219.6,4.0,72.6523747368421,3995.0,1710.0,1505.0,2525.0,1505.0,1503.0,1140.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,14,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,2,9,90,12,4,1,3,226,1,1,86,418,3,4,0,0,21,12,4,26
1,2017,4222,69.81260057098365,550000,26.59,1248,74.0,190.0,4.0,69.6,3995.0,1695.0,1555.0,2430.0,1485.0,1495.0,1055.0,1505.0,4.8,236.0,185.39999999999998,0,4.0,175.14117647058825,320.0,17.6,13.8,169.0,4,8,20,180,15,4,1,3,409,3,1,86,220,3,4,3,0,8,12,4,26
90,2014,91,2.0,1300000,15.73,1968,174.33,380.0,4.0,72.6523747368421,4385.0,2019.0,1608.0,2603.0,1571.0,1575.0,1660.0,2185.0,5.9,236.0,185.39999999999998,16,5.0,175.14117647058825,460.0,12.667795612627074,8.2,212.0,4,7,0,7,12,4,1,3,111,4,0,86,381,3,4,3,0,59,9,4,26
70,2012,1203,69.81260057098365,290000,19.4,1198,86.8,109.0,4.0,72.6523747368421,3610.0,1680.0,1500.0,2345.0,1480.0,1465.0,925.0,1663.445324881141,4.5,236.0,185.39999999999998,0,5.0,175.14117647058825,175.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,8,61,10,4,4,3,409,0,1,86,475,8,64,0,0,8,12,4,26
90,2013,1817,1.6,550000,22.32,1582,126.32,259.8,4.0,77.2,4370.0,1700.0,1475.0,2570.0,1458.3461457676958,1459.0579069277742,1260.0,1663.445324881141,5.2,236.0,185.39999999999998,16,4.0,175.14117647058825,465.0,17.3,10.62,190.0,4,8,9,86,11,4,1,3,409,3,1,86,236,3,4,3,0,22,12,4,26
1,2011,1425,69.81260057098365,210000,13.2,1495,93.7,124.5,4.0,75.5,4250.0,1670.0,1370.0,2440.0,1435.0,1425.0,1039.0,1525.0,5.0,236.0,185.39999999999998,13,4.0,175.14117647058825,380.0,9.0,12.854019118869493,175.7024856765095,4,8,9,70,9,4,3,3,226,3,1,86,192,8,52,0,0,16,12,4,26
70,2020,7030,69.81260057098365,910000,19.01,1462,103.2,138.0,4.0,74.0,4445.0,1775.0,1700.0,2740.0,1590.0,1570.0,1180.0,1730.0,5.2,236.0,185.39999999999998,15,5.0,180.0,209.0,10.5,12.854019118869493,175.7024856765095,4,4,20,186,18,4,4,4,216,1,1,138,305,3,49,0,0,16,12,4,26
80,2010,4339,69.81260057098365,225000,18.9,1061,67.0,84.0,3.0,72.6523747368421,3595.0,1475.0,1700.0,2400.0,1295.0,1290.0,870.0,1350.0,4.6,236.0,185.39999999999998,13,4.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,2,20,184,8,4,4,3,226,1,1,86,252,3,49,0,0,8,12,4,23
43,2018,6252,69.81260057098365,725000,18.6,1197,81.86,114.73,4.0,72.6523747368421,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1140.0,1663.445324881141,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,285.0,12.667795612627074,13.2,170.0,4,2,9,90,52,2,4,3,253,1,1,57,320,3,49,0,0,8,12,4,13
1,2018,6572,2.0,570000,17.3,1497,121.0,300.0,4.0,72.6523747368421,4585.0,1866.0,1774.0,2760.0,1458.3461457676958,1459.0579069277742,1650.0,1663.445324881141,5.25,236.0,185.39999999999998,0,5.0,200.0,190.0,12.667795612627074,12.854019118869493,175.7024856765095,4,4,17,135,16,4,1,6,226,3,1,55,208,3,6,3,0,21,12,4,31
40,2020,7902,69.81260057098365,1200000,18.3,1498,119.35,145.0,4.0,72.6523747368421,4549.0,1748.0,1489.0,2600.0,1496.0,1484.0,1107.0,1482.0,5.3,236.0,185.39999999999998,16,4.0,175.14117647058825,506.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,8,63,18,4,4,3,253,3,0,8,458,3,49,0,0,96,12,1,23
90,2018,5992,1.2,721000,17.0,1198,108.5,170.0,3.0,77.0,3994.0,1811.0,1607.0,2498.0,1540.0,1530.0,1252.0,1663.445324881141,5.1,236.0,185.39999999999998,0,5.0,209.0,350.0,12.667795612627074,11.64,154.19,4,7,29,265,16,4,4,3,253,3,1,138,354,3,49,3,0,21,12,4,16
21,2021,7978,69.81260057098365,775000,17.1,1199,88.5,110.0,4.0,72.6523747368421,3989.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1063.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,8,66,161,4,4,3,253,1,1,138,43,8,49,0,0,8,12,1,23
80,2017,4297,69.81260057098365,740000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1180.0,1680.0,5.2,236.0,185.39999999999998,0,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,4,7,20,183,15,4,1,3,226,1,1,55,218,3,6,3,0,8,12,4,26
63,2018,5920,1.2,732000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,935.0,1360.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,4,2,20,157,34,4,4,3,253,1,0,116,455,3,49,0,0,96,12,4,26
1,2012,2394,2.5,650000,12.99,2494,100.0,200.0,4.0,72.6523747368421,4585.0,1760.0,1760.0,2750.0,1510.0,1510.0,1680.0,2300.0,5.4,236.0,185.39999999999998,15,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,4,30,289,170,2,1,6,226,3,1,57,278,3,7,3,0,8,12,4,26
82,2019,5015,3.0,5890000,14.47,2993,301.73,689.0,6.0,84.0,5255.0,2105.0,1460.0,3157.0,1626.0,1604.0,1820.0,2450.0,6.15,236.0,185.39999999999998,19,4.0,175.14117647058825,520.0,16.1,6.2,250.0,4,8,11,100,53,2,1,3,253,1,0,8,236,3,23,3,0,68,9,4,26
67,2019,6025,200.0,850000,25.1,1248,88.5,200.0,4.0,69.6,4300.0,1785.0,1595.0,2600.0,1458.3461457676958,1459.0579069277742,1220.0,1670.0,5.5,236.0,185.39999999999998,0,5.0,175.14117647058825,353.0,12.667795612627074,13.42,164.5,4,7,20,178,228,2,1,3,253,1,1,57,218,3,17,3,0,8,12,4,26
59,2020,7121,69.81260057098365,1650000,18.0,1493,113.43,250.0,4.0,72.6523747368421,4315.0,1800.0,1645.0,2610.0,1458.3461457676958,1459.0579069277742,1540.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,433.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,13,107,106,2,1,3,253,1,0,8,73,3,6,3,0,31,12,1,23
20,2022,7506,69.81260057098365,2150000,14.6,1956,167.67,350.0,4.0,72.6523747368421,4598.0,1894.0,1786.0,2741.0,1458.3461457676958,1459.0579069277742,1700.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,425.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,29,256,20,4,1,3,0,1,0,86,321,3,49,3,0,31,12,4,23
50,2013,7923,8.0,500000,15.1,2179,140.0,330.0,4.0,72.6523747368421,4585.0,1890.0,1785.0,2700.0,1458.3461457676958,1459.0579069277742,1685.0,2450.0,5.6,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.5,175.0,4,7,17,147,11,4,1,5,97,1,1,86,498,3,23,3,0,22,9,4,27
1,2011,4227,69.81260057098365,250000,19.3,1248,73.9,190.0,4.0,69.6,4160.0,1690.0,1530.0,2390.0,1470.0,1480.0,1105.0,1663.445324881141,4.7,236.0,185.39999999999998,14,4.0,175.14117647058825,464.0,17.6,12.854019118869493,175.7024856765095,4,8,20,180,9,4,1,3,226,3,1,86,278,3,4,3,0,8,0,4,26
20,2022,8694,1.0,1473000,19.47,999,113.98,178.0,3.0,72.6523747368421,4541.0,1752.0,1507.0,2651.0,1458.3461457676958,1459.0579069277742,1160.0,1630.0,6.036145117945655,236.0,185.39999999999998,16,4.0,145.0,521.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,28,250,20,4,4,3,409,1,1,138,13,3,23,3,0,31,12,1,26
1,2018,5828,69.81260057098365,650000,28.4,1248,74.02,190.0,4.0,72.6523747368421,3995.0,1735.0,1515.0,2450.0,1530.0,1520.0,955.0,1405.0,4.8,236.0,185.39999999999998,0,4.0,175.14117647058825,378.0,12.667795612627074,13.03,175.7024856765095,4,8,20,180,16,4,1,3,218,2,1,138,220,3,4,3,0,8,12,4,26
80,2009,4259,69.81260057098365,175000,15.5,1586,103.3,145.0,4.0,78.0,4490.0,1735.0,1550.0,2500.0,1500.0,1495.0,1170.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,504.0,9.01,12.1,177.0,4,8,20,177,7,4,4,3,226,3,1,116,456,3,49,0,0,8,12,4,23
76,2018,7359,1.5,750000,21.7,1498,98.96,215.0,4.0,73.5,3998.0,1765.0,1647.0,2519.0,1458.3461457676958,1459.0579069277742,1302.0,1690.0,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,352.0,16.0,12.854019118869493,175.7024856765095,4,7,6,50,34,4,1,3,253,1,1,138,380,8,23,3,0,8,12,1,26
71,2017,5920,1.2,690000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1515.0,1525.0,935.0,1360.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,4,2,20,157,51,2,4,3,253,1,0,110,455,3,49,0,0,96,12,4,26
28,2019,3970,1.2,714000,21.4,1197,83.1,115.0,4.0,72.6523747368421,3995.0,1745.0,1510.0,2520.0,1505.0,1515.0,890.0,1340.0,4.9,236.0,185.39999999999998,16,5.0,175.14117647058825,339.0,12.667795612627074,12.36,180.0,4,2,20,157,177,5,4,3,232,1,1,9,455,3,49,0,0,8,12,4,26
50,2020,3196,1.8,2680000,14.67,1798,177.46,250.0,4.0,72.6523747368421,4861.0,1864.0,1483.0,2841.0,1458.3461457676958,1459.0579069277742,1540.0,2030.0,5.5,236.0,185.39999999999998,17,5.0,110.0,625.0,12.667795612627074,12.854019118869493,175.7024856765095,4,8,28,251,18,4,4,3,253,1,0,86,344,3,23,3,0,44,12,4,26
53,2019,10357,69.81260057098365,492000,25.24,998,65.71,89.0,3.0,72.6523747368421,3695.0,1655.0,1555.0,2435.0,1430.0,1440.0,810.0,1260.0,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,313.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,20,160,159,4,4,3,253,1,1,116,296,3,49,0,0,16,12,1,23
33,2015,1542,69.81260057098365,401000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,14,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,138,4,4,3,226,3,1,138,320,3,49,0,0,8,12,4,13
65,2016,1339,1.2,475000,18.7,1199,88.7,110.0,4.0,72.6523747368421,3955.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1044.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,13.7,172.0,4,2,8,66,156,2,4,3,226,3,1,66,476,8,64,0,0,8,12,4,26
49,2020,7660,2.0,1700000,17.1,1956,170.63,350.0,4.0,72.6523747368421,4395.0,1818.0,1640.0,2636.0,1458.3461457676958,1459.0579069277742,1562.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,18,5.0,175.14117647058825,408.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,12,101,73,2,1,3,253,1,1,110,124,3,4,3,0,21,5,4,6
81,2014,4227,69.81260057098365,525000,19.3,1248,73.9,190.0,4.0,69.6,4160.0,1690.0,1530.0,2390.0,1470.0,1480.0,1105.0,1663.445324881141,4.7,236.0,185.39999999999998,14,4.0,175.14117647058825,464.0,17.6,12.854019118869493,175.7024856765095,4,8,20,180,100,2,1,3,226,3,1,138,278,3,4,3,0,8,0,4,26
70,2014,1500,1.0,175000,20.3,998,68.05,94.14,3.0,72.6523747368421,3515.0,1550.0,1510.0,2380.0,1386.0,1368.0,910.0,1663.445324881141,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,215.0,12.667795612627074,15.0,140.0,4,2,9,74,12,4,4,3,216,4,1,86,318,3,49,0,0,8,12,4,13
1,2010,1730,69.81260057098365,130000,11.88,1086,62.1,96.1,3.0,66.0,3565.0,1525.0,1590.0,2380.0,1315.0,1300.0,845.0,1663.445324881141,4.4,236.0,185.39999999999998,13,5.0,175.14117647058825,218.0,8.9,16.2,141.0,4,2,9,82,8,4,0,3,69,4,1,86,192,8,51,0,0,8,12,4,26
62,2021,8009,69.81260057098365,1150000,19.264094886860857,1493,98.63,240.0,4.0,72.6523747368421,3995.0,1790.0,1642.0,2500.0,1458.3461457676958,1459.0579069277742,1225.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,16,5.0,175.14117647058825,392.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,13,108,161,2,1,3,233,1,1,8,74,3,6,3,0,31,12,1,23
40,2020,4299,69.81260057098365,934000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1190.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,4,7,20,183,18,4,1,3,409,1,1,86,218,3,6,3,0,8,12,4,26
1,2013,2011,69.81260057098365,360000,20.54,1598,103.6,250.0,4.0,72.6523747368421,4384.0,1699.0,1466.0,2552.0,1458.3461457676958,1459.0579069277742,1220.0,1760.0,5.4,236.0,185.39999999999998,15,4.0,175.14117647058825,480.0,12.667795612627074,12.854019118869493,186.0,4,8,31,305,11,4,1,3,226,1,1,86,203,3,4,3,0,8,12,4,26
30,2019,5992,1.2,710000,17.0,1198,108.5,170.0,3.0,77.0,3994.0,1811.0,1607.0,2498.0,1540.0,1530.0,1252.0,1663.445324881141,5.1,236.0,185.39999999999998,0,5.0,209.0,350.0,12.667795612627074,11.64,154.19,4,7,29,265,17,4,4,3,228,1,1,86,354,3,49,3,0,21,12,4,16
90,2007,3921,69.81260057098365,150000,24.7,796,47.3,69.0,3.0,72.6523747368421,3430.0,1490.0,1475.0,2360.0,1295.0,1290.0,720.0,1185.0,4.6,236.0,185.39999999999998,0,5.0,175.14117647058825,177.0,12.667795612627074,19.0,140.0,4,2,20,155,5,4,4,3,226,3,1,116,251,3,53,0,0,8,12,4,19
1,2017,474,69.81260057098365,650000,17.9,1998,163.7,360.0,4.0,72.6523747368421,4597.0,1788.0,1477.0,2685.0,1458.3461457676958,1459.0579069277742,1545.0,1663.445324881141,5.4,236.0,185.39999999999998,16,4.0,175.14117647058825,450.0,12.667795612627074,9.5,220.0,4,8,2,29,15,4,1,3,409,1,1,86,442,3,6,3,0,21,12,4,26
90,2014,1164,69.81260057098365,350000,25.8,1498,98.6,200.0,4.0,72.6523747368421,3990.0,1680.0,1505.0,2405.0,1458.3461457676958,1459.0579069277742,1055.0,1663.445324881141,4.7,236.0,185.39999999999998,0,4.0,175.14117647058825,400.0,12.667795612627074,17.0,170.0,4,8,8,59,12,4,1,3,226,2,1,55,471,3,49,3,0,8,12,4,26
41,2019,6121,1.8,2190000,15.1,1798,178.0,250.0,4.0,82.5,4670.0,1814.0,1476.0,2688.0,1539.0,1534.0,1376.0,1860.0,5.2,236.0,185.39999999999998,16,4.0,155.0,590.0,9.6,8.26,220.0,4,8,28,248,72,2,4,3,253,1,0,14,106,3,23,3,0,44,12,4,26
80,2016,2283,2.5,1100000,12.99,2494,100.6,200.0,4.0,72.6523747368421,4585.0,1765.0,1760.0,2750.0,1510.0,1510.0,1680.0,2300.0,5.4,236.0,185.39999999999998,15,5.0,175.14117647058825,300.0,12.667795612627074,13.3,155.0,4,4,30,289,14,4,1,6,409,1,1,55,159,3,7,3,0,8,16,4,26
76,2019,10236,69.81260057098365,625000,22.35,1197,88.5,113.0,4.0,72.6523747368421,3990.0,1745.0,1500.0,2520.0,1458.3461457676958,1459.0579069277742,920.0,1410.0,4.85,236.0,185.39999999999998,16,5.0,175.14117647058825,318.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,30,287,53,2,4,3,225,1,1,9,37,3,49,0,0,16,12,4,23
1,2018,5607,1.2,496000,18.9,1197,81.86,113.75,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,1060.0,1663.445324881141,4.8,236.0,185.39999999999998,14,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,210,2,4,3,233,3,1,138,320,3,49,0,0,8,12,4,13
23,2015,4046,69.81260057098365,899000,24.52,1248,88.5,200.0,4.0,69.6,4296.0,1695.0,1685.0,2740.0,1480.0,1490.0,1260.0,1663.445324881141,5.2,236.0,185.39999999999998,15,5.0,175.14117647058825,135.0,17.6,13.3,160.0,4,4,20,165,84,2,1,5,226,1,1,57,207,3,4,3,0,8,12,4,23
81,2015,1287,69.81260057098365,675000,25.1,1498,98.6,200.0,4.0,76.0,4440.0,1695.0,1495.0,2600.0,1480.0,1465.0,1165.0,1663.445324881141,5.3,236.0,185.39999999999998,15,4.0,175.14117647058825,510.0,16.0,10.0,190.0,4,8,8,63,191,2,1,3,226,1,1,14,468,3,23,3,0,22,12,4,26
43,2021,8506,8.0,910000,17.29,1493,100.0,260.0,3.0,72.6523747368421,3995.0,1795.0,1817.0,2680.0,1458.3461457676958,1459.0579069277742,1505.0,2215.0,5.35,236.0,185.39999999999998,0,5.0,175.14117647058825,384.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,17,128,144,4,1,5,226,1,1,138,490,3,49,3,0,8,17,4,26
35,2019,7393,69.81260057098365,830000,23.22,1497,113.42,260.0,4.0,72.6523747368421,3993.0,1811.0,1606.0,2498.0,1458.3461457676958,1459.0579069277742,1330.0,1663.445324881141,5.1,236.0,185.39999999999998,16,5.0,175.14117647058825,350.0,12.667795612627074,12.854019118869493,175.7024856765095,4,7,29,265,159,2,1,3,253,1,1,57,103,3,49,3,0,31,12,1,26
1,2016,5363,1.6,950000,17.01,1582,126.2,259.9,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1300.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,400.0,12.667795612627074,12.5,165.0,4,7,9,73,32,2,1,3,226,3,0,110,421,3,6,3,0,21,12,4,13
83,2019,1549,69.81260057098365,470000,18.9,1197,82.0,114.0,4.0,72.6523747368421,3765.0,1660.0,1520.0,2425.0,1479.0,1493.0,935.0,1663.445324881141,4.8,236.0,185.39999999999998,0,5.0,175.14117647058825,256.0,12.667795612627074,12.9,165.0,4,2,9,77,105,2,4,3,250,3,1,57,320,3,49,0,0,8,12,4,13
300,2023,9905,40.0,9000000,19.264094886860857,2998,355.37,500.0,6.0,72.6523747368421,4716.0,1897.0,1669.0,2864.0,1458.3461457676958,1459.0579069277742,1670.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,20,5.0,175.14117647058825,361.810963801579,12.667795612627074,4.9,175.7024856765095,4,7,1,21,57,2,4,3,253,1,0,8,278,3,49,2,0,68,4,1,23
84,2017,1450,1.4,850000,21.38,1396,88.7,219.7,4.0,72.6523747368421,4270.0,1780.0,1630.0,2590.0,1458.3461457676958,1459.0579069277742,1240.0,1663.445324881141,5.3,236.0,185.39999999999998,0,5.0,175.14117647058825,400.0,12.667795612627074,12.5,165.0,4,7,9,73,15,4,1,3,409,1,1,138,420,3,6,0,0,21,12,4,13
10,2023,7381,69.81260057098365,665000,19.01,1199,84.82,113.0,3.0,72.6523747368421,3765.0,1677.0,1535.0,2400.0,1458.3461457676958,1459.0579069277742,982.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,2,29,273,21,4,4,3,255,1,1,86,38,3,49,0,0,16,12,1,23
64,2022,10546,69.81260057098365,1850000,19.264094886860857,1493,113.45,250.0,4.0,72.6523747368421,4300.0,1790.0,1635.0,2610.0,1458.3461457676958,1459.0579069277742,1625.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,17,5.0,175.14117647058825,361.810963801579,12.667795612627074,12.854019118869493,175.7024856765095,4,7,9,73,38,2,1,3,222,1,0,138,79,3,6,3,0,37,12,4,23
90,2009,3903,69.81260057098365,120000,19.7,796,46.3,62.0,3.0,68.5,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,1140.0,4.6,236.0,185.39999999999998,12,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.7,137.0,4,2,20,154,7,4,4,3,409,2,1,55,278,8,49,0,0,8,12,4,26
56,2019,6506,69.81260057098365,600000,18.2,1199,88.7,110.0,4.0,72.6523747368421,3955.0,1694.0,1544.0,2530.0,1458.3461457676958,1459.0579069277742,1066.0,1663.445324881141,5.1,236.0,185.39999999999998,15,5.0,175.14117647058825,354.0,12.667795612627074,13.7,172.0,4,2,8,66,87,4,4,3,229,3,0,138,476,8,64,0,0,8,12,4,26
1,2013,908,1.5,360000,22.7,1498,89.84,204.0,4.0,73.5,3999.0,1765.0,1708.0,2520.0,1519.0,1524.0,1290.0,1740.0,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,346.0,16.0,13.5,182.0,4,7,6,50,11,4,1,3,409,3,1,86,380,8,23,3,0,8,12,4,26
75,2015,1476,1.4,625000,22.54,1396,88.73,219.7,4.0,72.6523747368421,3985.0,1734.0,1505.0,2570.0,1505.0,1503.0,1515.0,1663.445324881141,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,295.0,12.667795612627074,11.9,180.0,4,2,9,90,207,2,1,3,226,1,1,138,418,3,4,3,0,21,12,4,13
26,2019,5475,69.81260057098365,740000,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1084.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,4,7,8,69,106,2,4,3,216,1,1,138,476,8,53,0,0,8,12,1,26
1,2009,3903,69.81260057098365,142000,19.7,796,46.3,62.0,3.0,68.5,3495.0,1475.0,1460.0,2360.0,1295.0,1290.0,705.0,1140.0,4.6,236.0,185.39999999999998,12,5.0,175.14117647058825,361.810963801579,12.667795612627074,17.7,137.0,4,2,20,154,7,4,4,3,226,3,1,86,278,8,49,0,0,8,12,4,26
4,2022,7459,69.81260057098365,575000,20.3,1086,68.05,99.0,4.0,72.6523747368421,3610.0,1645.0,1560.0,2400.0,1463.0,1481.0,1050.0,1663.445324881141,6.036145117945655,236.0,185.39999999999998,0,5.0,175.14117647058825,235.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,9,81,231,4,4,3,229,1,1,138,29,8,49,0,0,8,12,1,26
25,2017,6211,1.0,321000,23.0,999,67.0,91.0,3.0,72.6523747368421,3429.0,1560.0,1541.0,2348.0,1458.3461457676958,1459.0579069277742,750.0,1663.445324881141,4.7,236.0,185.39999999999998,0,5.0,185.0,222.0,12.667795612627074,12.854019118869493,175.7024856765095,4,2,4,39,140,2,4,3,253,1,0,138,22,3,53,0,0,16,1,4,26
50,2019,5668,69.81260057098365,680000,17.5,1199,88.7,110.0,4.0,72.6523747368421,3999.0,1734.0,1601.0,2555.0,1458.3461457676958,1459.0579069277742,1103.0,1663.445324881141,5.3,236.0,185.39999999999998,16,5.0,175.14117647058825,363.0,12.667795612627074,15.31,164.26,4,7,8,69,35,2,4,3,253,1,1,116,476,8,53,0,0,8,12,1,26
56,2017,4300,69.81260057098365,825000,24.3,1248,88.5,200.0,4.0,69.6,3995.0,1790.0,1640.0,2500.0,1458.3461457676958,1459.0579069277742,1200.0,1680.0,5.2,236.0,185.39999999999998,16,5.0,175.14117647058825,328.0,12.667795612627074,12.36,172.0,4,7,20,183,140,2,1,3,226,1,1,110,218,3,6,3,0,8,12,4,26
